"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2007,3.04
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2008,3.03
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2009,2.96
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2010,2.9
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2011,3.1
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2012,3.01
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2013,3.04
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2014,3.04
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2015,3.07
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2016,2.96
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2017,2.92
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2018,2.89
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2019,2.98
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2020,2.91
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2021,2.89
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors with LULUCF","t/cap","Not agri-food","no","no",2022,2.9
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1992,2
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1993,1.89
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1994,1.95
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1995,2.02
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1996,1.96
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1997,1.96
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1998,2.03
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",1999,1.88
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2000,1.95
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2001,2.01
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2002,2.03
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2003,2.26
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2004,2.25
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2005,2.24
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2006,2.3
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2007,2.33
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2008,2.34
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2009,2.27
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2010,2.24
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2011,2.34
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2012,2.34
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2013,2.34
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2014,2.34
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2015,2.4
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2016,2.33
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2017,2.33
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2018,2.3
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2019,2.4
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2020,2.26
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2021,2.34
"HND","Honduras","Central America",NA,"Emissions per capita","All sectors without LULUCF","t/cap","Not agri-food","no","no",2022,2.36
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,1.22
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,1.19
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,1.19
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,1.18
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,1.17
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,1.14
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,1.13
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,1.13
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,1.11
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,1.1
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,1.08
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,1.08
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,1.09
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,1.08
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,1.08
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,1.08
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,1.07
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,1.05
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,1.05
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,1.06
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,1.05
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,1.04
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,1.03
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,1.02
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,1.01
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,1.02
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,1
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,0.99
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,0.99
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,0.99
NA,"World",NA,NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,0.98
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1992,3.2
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1993,3.12
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1994,2.97
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1995,2.95
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1996,2.85
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1997,2.76
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1998,2.73
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1999,2.66
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2000,2.61
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2001,2.57
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2002,2.54
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2003,2.49
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2004,2.43
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2005,2.41
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2006,2.39
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2007,2.34
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2008,2.26
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2009,2.24
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2010,2.2
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2011,2.17
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2012,2.16
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2013,2.07
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2014,2.05
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2015,2.02
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2016,2
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2017,1.98
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2018,1.96
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2019,1.93
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2020,1.92
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2021,1.89
NA,"World",NA,NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2022,1.88
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1992,1.39
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1993,1.38
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1994,1.39
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1995,1.41
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1996,1.41
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1997,1.39
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1998,1.4
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1999,1.4
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2000,1.4
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2001,1.4
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2002,1.41
NA,"World",NA,NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2003,1.42
